Category,Item,Total Spent,Transaction Date
Subscriptions,Netflix,25.4,2024-03-24
Other,Misc Expense,93.83,2024-07-04
Groceries,Bread,37.12,2023-11-06
Other,Misc Expense,55.5,2024-06-08
Transportation,Bus Pass,63.57,2024-04-29
Subscriptions,Spotify,31.64,2023-08-26
Other,Misc Expense,109.67,2024-03-13
Transportation,Uber Ride,12.76,2023-08-12
Utilities,Gas Bill,196.84,2024-06-02
Housing,Rent,1097.09,2024-05-25
Transportation,Fuel,106.84,2023-06-14
Subscriptions,Gym Membership,28.19,2023-08-28
Groceries,Chicken,60.84,2024-07-26
Other,Online Purchase,107.47,2023-05-20
Subscriptions,Netflix,17.89,2024-12-23
Housing,Mortgage,1994.3,2023-08-21
Utilities,Water Bill,112.7,2024-01-17
Groceries,Chicken,54.0,2023-09-18
Subscriptions,Netflix,32.9,2023-01-25
Dining,Restaurant,47.08,2024-01-29
Other,Misc Expense,107.23,2024-02-03
Utilities,Electricity Bill,169.08,2024-01-01
Subscriptions,Spotify,37.26,2024-05-13
Transportation,Uber Ride,65.43,2024-03-28
Groceries,Eggs,4.93,2023-06-15
Utilities,Electricity Bill,50.69,2024-08-01
Subscriptions,Netflix,38.0,2023-04-12
Utilities,Gas Bill,176.88,2024-01-31
Housing,Rent,957.2,2024-07-29
Utilities,Internet Bill,93.32,2023-05-12
Subscriptions,Gym Membership,23.76,2023-10-23
Housing,Rent,1678.91,2023-01-30
Other,Online Purchase,65.44,2024-10-11
Transportation,Uber Ride,87.55,2024-10-23
Subscriptions,Spotify,11.55,2024-07-25
Utilities,Internet Bill,131.13,2024-09-06
Housing,Mortgage,1179.41,2023-03-21
Groceries,Bread,149.62,2024-02-08
Utilities,Gas Bill,239.03,2023-02-02
Utilities,Water Bill,183.77,2023-08-14
Transportation,Uber Ride,13.64,2023-08-02
Housing,Mortgage,1375.22,2024-03-07
Dining,Fast Food,93.73,2023-01-17
Groceries,Rice,130.04,2024-09-21
Groceries,Eggs,25.01,2023-11-08
Transportation,Fuel,20.68,2023-10-28
Groceries,Chicken,27.14,2023-09-09
Other,Misc Expense,12.21,2023-11-08
Other,Misc Expense,136.47,2024-03-20
Transportation,Train Ticket,130.68,2024-01-21
Other,Online Purchase,19.18,2024-01-28
Utilities,Internet Bill,113.51,2023-03-10
Subscriptions,Gym Membership,17.48,2024-10-20
Dining,Food Delivery,96.15,2023-12-31
Subscriptions,Netflix,22.01,2024-03-25
Dining,Fast Food,122.35,2023-11-02
Subscriptions,Netflix,37.46,2024-07-14
Transportation,Uber Ride,146.0,2023-12-09
Transportation,Uber Ride,110.11,2023-08-02
Other,Misc Expense,117.58,2024-11-30
Transportation,Fuel,73.72,2023-07-04
Subscriptions,Gym Membership,5.03,2024-04-25
Other,Online Purchase,143.64,2023-03-09
Transportation,Bus Pass,43.57,2024-12-13
Groceries,Eggs,103.94,2023-10-27
Subscriptions,Netflix,8.25,2023-09-24
Housing,Mortgage,1253.18,2023-11-21
Utilities,Electricity Bill,181.4,2023-10-24
Groceries,Chicken,50.37,2023-09-07
Dining,Fast Food,98.64,2024-03-11
Groceries,Chicken,31.56,2024-12-16
Subscriptions,Spotify,7.09,2024-12-14
Subscriptions,Spotify,8.0,2023-07-31
Subscriptions,Netflix,37.84,2023-09-14
Utilities,Internet Bill,120.76,2024-10-08
Groceries,Milk,74.43,2024-07-15
Groceries,Chicken,70.05,2023-02-16
Subscriptions,Gym Membership,23.36,2024-03-09
Transportation,Train Ticket,51.61,2024-04-10
Other,Online Purchase,62.76,2024-07-15
Housing,Rent,1198.94,2024-08-15
Housing,Rent,1732.09,2023-03-15
Transportation,Bus Pass,29.34,2023-07-20
Groceries,Rice,7.89,2023-07-09
Utilities,Electricity Bill,140.48,2023-12-10
Housing,Mortgage,626.41,2023-12-01
Other,Online Purchase,27.73,2023-04-08
Groceries,Eggs,118.87,2023-01-28
Dining,Fast Food,73.62,2023-04-16
Transportation,Uber Ride,40.65,2024-08-25
Subscriptions,Netflix,39.41,2024-02-16
Dining,Restaurant,33.25,2024-06-15
Utilities,Water Bill,60.06,2023-02-08
Groceries,Eggs,37.12,2024-08-24
Utilities,Water Bill,40.38,2024-01-22
Utilities,Electricity Bill,175.92,2024-09-20
Other,Online Purchase,128.0,2023-04-27
Other,Online Purchase,40.64,2023-11-11
Utilities,Water Bill,72.34,2024-10-19
Utilities,Gas Bill,113.34,2023-04-30
Other,Online Purchase,26.27,2024-09-04
Transportation,Bus Pass,125.36,2024-02-26
Housing,Mortgage,903.21,2023-07-10
Subscriptions,Spotify,33.15,2024-09-16
Dining,Fast Food,119.58,2023-06-27
Transportation,Fuel,66.12,2023-10-02
Utilities,Electricity Bill,158.34,2024-01-01
Utilities,Internet Bill,170.06,2024-04-29
Housing,Rent,1401.99,2024-10-14
Housing,Mortgage,1260.66,2023-08-26
Transportation,Fuel,125.72,2023-04-05
Transportation,Train Ticket,149.6,2024-02-18
Transportation,Bus Pass,85.72,2023-03-09
Transportation,Fuel,115.31,2024-02-04
Utilities,Gas Bill,221.91,2024-06-07
Groceries,Chicken,137.67,2024-03-02
Transportation,Uber Ride,42.19,2024-01-14
Utilities,Water Bill,157.95,2024-01-15
Utilities,Gas Bill,201.04,2023-10-05
Other,Misc Expense,66.84,2023-11-22
Housing,Rent,1385.67,2024-12-16
Housing,Mortgage,1487.31,2024-08-13
Subscriptions,Spotify,10.39,2023-07-27
Housing,Mortgage,1429.35,2023-11-01
Groceries,Eggs,72.8,2023-06-10
Housing,Mortgage,1576.98,2024-03-04
Utilities,Water Bill,76.75,2024-11-06
Transportation,Fuel,83.63,2024-05-27
Housing,Mortgage,1408.85,2024-02-27
Other,Online Purchase,60.81,2024-07-05
Utilities,Gas Bill,159.85,2023-08-31
Subscriptions,Gym Membership,31.56,2024-11-04
Groceries,Rice,17.14,2023-08-18
Housing,Rent,1855.71,2024-06-11
Housing,Rent,723.74,2023-09-08
Groceries,Rice,121.54,2024-04-30
Utilities,Internet Bill,182.05,2023-01-05
Groceries,Eggs,81.84,2024-03-09
Other,Misc Expense,143.96,2024-12-29
Groceries,Chicken,134.75,2024-01-31
Housing,Mortgage,764.95,2023-05-06
Transportation,Fuel,118.21,2024-08-29
Other,Misc Expense,118.1,2024-03-28
Dining,Restaurant,50.53,2023-10-12
Other,Online Purchase,113.05,2024-10-10
Utilities,Internet Bill,95.24,2024-02-20
Utilities,Water Bill,131.2,2024-08-22
Other,Misc Expense,4.67,2024-02-09
Other,Misc Expense,77.33,2024-11-11
Groceries,Vegetables,19.15,2024-10-19
Dining,Food Delivery,136.92,2023-10-27
Subscriptions,Spotify,19.35,2024-11-19
Groceries,Rice,103.24,2024-07-17
Utilities,Water Bill,162.02,2023-02-03
Groceries,Rice,18.79,2023-12-25
Other,Online Purchase,19.7,2023-09-10
Subscriptions,Gym Membership,25.48,2023-03-25
Utilities,Water Bill,243.85,2023-08-09
Dining,Food Delivery,64.63,2024-05-08
Housing,Rent,983.08,2023-04-13
Transportation,Uber Ride,124.35,2024-07-12
Other,Misc Expense,16.03,2023-03-05
Groceries,Rice,75.56,2023-08-10
Groceries,Milk,149.11,2024-07-11
Groceries,Milk,61.87,2023-10-17
Subscriptions,Gym Membership,28.2,2023-03-27
Other,Online Purchase,9.99,2023-11-16
Housing,Rent,654.11,2024-06-26
Subscriptions,Spotify,37.4,2024-02-18
Subscriptions,Netflix,7.53,2024-09-27
Subscriptions,Netflix,10.05,2023-07-25
Transportation,Bus Pass,47.45,2023-09-25
Utilities,Electricity Bill,73.45,2024-03-11
Groceries,Vegetables,73.27,2024-11-18
Groceries,Rice,126.09,2024-08-28
Groceries,Bread,138.35,2024-01-27
Groceries,Milk,50.62,2024-05-07
Groceries,Vegetables,132.91,2024-05-22
Groceries,Bread,131.91,2024-12-23
Groceries,Chicken,103.23,2023-01-17
Utilities,Gas Bill,177.18,2023-01-05
Utilities,Electricity Bill,56.23,2024-06-30
Dining,Food Delivery,46.96,2023-05-20
Dining,Food Delivery,14.04,2024-09-14
Utilities,Internet Bill,142.22,2024-05-17
Dining,Fast Food,129.45,2023-07-12
Subscriptions,Netflix,32.6,2023-03-23
Groceries,Vegetables,76.4,2024-09-21
Groceries,Vegetables,147.92,2023-05-06
Other,Misc Expense,27.89,2024-10-18
Utilities,Electricity Bill,222.94,2023-03-19
Housing,Rent,1069.72,2023-12-06
Groceries,Rice,90.73,2024-03-19
Housing,Rent,1169.13,2023-09-17
Other,Misc Expense,52.56,2023-11-27
Utilities,Internet Bill,226.55,2023-01-03
Utilities,Gas Bill,188.55,2023-03-08
Housing,Mortgage,1436.09,2024-09-20
Transportation,Bus Pass,65.61,2024-09-11
Transportation,Train Ticket,147.23,2023-02-01
Transportation,Uber Ride,89.85,2024-10-05
Housing,Mortgage,1087.02,2024-11-10
Dining,Restaurant,56.75,2024-05-31
Transportation,Train Ticket,128.21,2023-07-08
Dining,Food Delivery,109.49,2024-04-11
Utilities,Internet Bill,197.29,2024-01-06
Dining,Fast Food,6.81,2024-01-27
Other,Online Purchase,73.03,2024-11-10
Groceries,Milk,46.23,2024-10-31
Transportation,Uber Ride,126.31,2023-01-06
Other,Misc Expense,77.86,2024-03-07
Other,Online Purchase,41.32,2024-12-18
Subscriptions,Spotify,8.59,2023-01-06
Groceries,Vegetables,147.13,2024-02-26
Dining,Food Delivery,91.13,2024-11-19
Transportation,Uber Ride,74.42,2024-07-03
Utilities,Electricity Bill,67.07,2024-05-28
Housing,Rent,1818.25,2024-11-06
Utilities,Water Bill,151.49,2023-07-05
Utilities,Water Bill,147.93,2024-04-27
Transportation,Train Ticket,80.32,2024-01-02
Subscriptions,Gym Membership,6.12,2023-10-07
Groceries,Milk,109.76,2024-07-21
Transportation,Fuel,91.98,2023-04-29
Utilities,Gas Bill,52.39,2023-04-29
Utilities,Gas Bill,211.73,2023-11-18
Utilities,Gas Bill,237.61,2023-05-30
Utilities,Water Bill,31.68,2024-03-23
Transportation,Uber Ride,97.01,2024-11-11
Transportation,Fuel,84.81,2023-02-11
Subscriptions,Spotify,6.02,2024-07-07
Groceries,Milk,6.49,2023-11-04
Groceries,Chicken,45.29,2024-12-30
Transportation,Train Ticket,47.29,2024-09-19
Transportation,Train Ticket,118.64,2024-06-06
Other,Online Purchase,139.69,2023-09-26
Transportation,Fuel,84.68,2024-04-10
Transportation,Train Ticket,83.94,2023-06-29
Groceries,Vegetables,77.96,2024-07-22
Subscriptions,Netflix,12.77,2023-12-19
Dining,Food Delivery,97.44,2023-01-26
Housing,Rent,1419.26,2023-04-29
Housing,Rent,1753.47,2024-09-27
Housing,Mortgage,1884.8,2023-09-03
Other,Misc Expense,90.65,2023-01-15
Transportation,Bus Pass,84.22,2023-12-19
Dining,Fast Food,90.08,2023-11-10
Housing,Rent,989.56,2024-08-12
Housing,Rent,1443.84,2024-03-16
Subscriptions,Gym Membership,15.43,2023-06-06
Subscriptions,Gym Membership,20.02,2024-01-22
Groceries,Vegetables,10.13,2023-12-06
Dining,Fast Food,38.37,2024-04-08
Other,Misc Expense,57.57,2023-02-14
Groceries,Rice,49.8,2024-03-30
Dining,Restaurant,139.19,2024-03-04
Housing,Rent,1858.49,2023-03-01
Utilities,Gas Bill,34.51,2023-10-15
Utilities,Internet Bill,165.51,2023-06-14
Housing,Mortgage,1021.81,2024-05-25
Other,Online Purchase,50.5,2023-01-10
Subscriptions,Spotify,13.41,2023-05-25
Transportation,Train Ticket,34.25,2024-06-08
Groceries,Milk,43.26,2024-04-10
Housing,Rent,1608.2,2023-12-17
Utilities,Internet Bill,102.08,2023-12-13
Transportation,Fuel,44.42,2024-08-21
Groceries,Rice,28.6,2024-05-25
Subscriptions,Spotify,14.71,2024-01-13
Dining,Restaurant,38.16,2023-08-07
Utilities,Water Bill,104.35,2024-09-06
Transportation,Bus Pass,29.65,2023-08-16
Other,Online Purchase,50.36,2024-07-04
Other,Online Purchase,80.23,2023-08-20
Groceries,Eggs,5.98,2023-05-24
Subscriptions,Spotify,36.67,2024-12-07
Subscriptions,Gym Membership,10.53,2024-05-12
Transportation,Train Ticket,91.24,2023-05-15
Groceries,Eggs,15.79,2024-04-20
Subscriptions,Netflix,17.57,2023-09-04
Subscriptions,Netflix,18.39,2023-08-03
Dining,Restaurant,61.24,2023-05-10
Other,Misc Expense,113.47,2023-08-09
Groceries,Bread,89.2,2024-05-27
Groceries,Eggs,81.15,2024-01-02
Groceries,Bread,25.23,2024-03-04
Groceries,Vegetables,89.0,2023-04-19
Subscriptions,Netflix,12.41,2024-09-25
Utilities,Internet Bill,48.65,2023-03-05
Groceries,Milk,97.98,2023-07-08
Housing,Mortgage,1127.5,2023-07-08
Other,Misc Expense,58.36,2024-11-24
Transportation,Fuel,12.41,2024-01-13
Transportation,Bus Pass,3.36,2024-04-05
Subscriptions,Gym Membership,9.99,2023-01-01
Transportation,Bus Pass,109.86,2023-08-11
Utilities,Water Bill,114.72,2024-10-04
Dining,Fast Food,137.66,2024-07-01
Other,Online Purchase,44.87,2024-01-21
Transportation,Fuel,110.89,2023-09-08
Dining,Restaurant,118.01,2023-05-02
Subscriptions,Spotify,17.35,2024-11-24
Subscriptions,Gym Membership,37.2,2024-11-17
Dining,Fast Food,65.9,2024-03-06
Housing,Mortgage,1082.44,2024-11-05
Dining,Food Delivery,134.76,2024-03-04
Groceries,Bread,6.9,2024-08-12
Utilities,Electricity Bill,172.56,2024-05-03
Subscriptions,Netflix,7.6,2024-10-01
Groceries,Bread,22.41,2023-03-12
Housing,Rent,1476.49,2024-11-27
Dining,Restaurant,59.8,2024-05-04
Housing,Mortgage,944.5,2023-06-04
Utilities,Internet Bill,108.26,2023-06-09
Groceries,Bread,58.65,2024-10-13
Subscriptions,Gym Membership,22.94,2024-02-29
Utilities,Internet Bill,92.93,2023-06-05
Subscriptions,Spotify,6.4,2023-09-08
Dining,Fast Food,116.62,2023-09-09
Subscriptions,Gym Membership,29.39,2023-09-07
Housing,Rent,963.51,2023-12-19
Subscriptions,Gym Membership,34.8,2024-01-25
Subscriptions,Netflix,21.76,2024-07-02
Housing,Mortgage,1522.76,2023-07-26
Other,Misc Expense,63.67,2024-08-06
Groceries,Eggs,134.64,2024-06-20
Utilities,Electricity Bill,201.37,2024-11-14
Other,Online Purchase,122.74,2023-12-28
Utilities,Internet Bill,70.48,2024-03-31
Other,Online Purchase,131.11,2024-01-13
Groceries,Bread,74.71,2023-10-14
Transportation,Bus Pass,35.43,2023-09-12
Dining,Fast Food,101.88,2023-11-18
Other,Misc Expense,93.2,2024-02-25
Transportation,Fuel,78.16,2024-08-25
Dining,Restaurant,27.21,2024-08-14
Transportation,Bus Pass,125.08,2023-01-23
Transportation,Fuel,94.94,2023-11-19
Groceries,Rice,88.05,2024-08-04
Dining,Fast Food,59.31,2023-12-08
Other,Online Purchase,24.02,2024-11-19
Groceries,Rice,115.59,2024-04-03
Dining,Food Delivery,75.35,2024-09-03
Utilities,Gas Bill,165.06,2024-08-21
Other,Online Purchase,40.84,2023-10-03
Other,Online Purchase,13.72,2024-08-12
Groceries,Eggs,67.25,2024-11-03
Transportation,Uber Ride,30.35,2023-07-20
Transportation,Fuel,70.84,2024-12-07
Other,Online Purchase,45.17,2023-12-20
Dining,Food Delivery,86.38,2023-05-21
Transportation,Uber Ride,130.01,2023-10-26
Housing,Rent,885.06,2024-10-27
Subscriptions,Gym Membership,15.24,2024-07-22
Housing,Rent,870.3,2024-10-22
Housing,Rent,1897.05,2024-12-16
Housing,Mortgage,1604.87,2024-02-09
Dining,Fast Food,115.59,2024-03-31
Groceries,Rice,31.98,2024-10-07
Utilities,Water Bill,202.44,2024-06-16
Dining,Restaurant,3.64,2023-03-10
Utilities,Water Bill,238.81,2023-02-20
Housing,Mortgage,975.79,2024-02-02
Other,Misc Expense,116.67,2024-07-10
Utilities,Water Bill,76.75,2024-04-07
Housing,Mortgage,1705.98,2023-06-20
Housing,Mortgage,1636.09,2023-03-29
Housing,Rent,1792.55,2024-10-17
Housing,Mortgage,1000.46,2024-03-21
Subscriptions,Netflix,39.49,2024-03-05
Transportation,Uber Ride,19.72,2023-07-12
Utilities,Gas Bill,197.99,2023-04-06
Subscriptions,Netflix,33.87,2023-01-01
Groceries,Milk,135.14,2023-10-26
Dining,Restaurant,72.85,2024-06-27
Housing,Rent,668.3,2024-06-20
Housing,Rent,1493.28,2023-03-04
Transportation,Uber Ride,42.98,2023-03-07
Transportation,Fuel,59.59,2024-06-05
Transportation,Uber Ride,104.0,2023-12-05
Utilities,Electricity Bill,172.06,2024-05-03
Transportation,Fuel,50.0,2024-06-01
Groceries,Bread,9.18,2024-10-16
Groceries,Milk,138.56,2024-06-12
Transportation,Fuel,44.43,2023-04-23
Dining,Fast Food,83.69,2023-02-06
Groceries,Chicken,8.47,2024-04-18
Other,Online Purchase,62.51,2024-09-12
Subscriptions,Gym Membership,29.61,2024-05-10
Housing,Rent,749.38,2024-06-12
Dining,Fast Food,147.2,2024-06-13
Dining,Restaurant,15.52,2024-08-07
Dining,Fast Food,67.47,2024-08-16
Housing,Rent,823.76,2023-03-09
Dining,Restaurant,108.75,2023-01-29
Transportation,Train Ticket,58.11,2023-09-19
Transportation,Uber Ride,89.45,2024-03-08
Transportation,Fuel,106.72,2024-07-12
Transportation,Train Ticket,56.62,2023-09-03
Utilities,Water Bill,115.34,2024-11-06
Utilities,Electricity Bill,200.89,2024-05-08
Transportation,Uber Ride,12.78,2023-12-05
Subscriptions,Spotify,19.97,2024-05-11
Subscriptions,Netflix,35.62,2023-07-27
Groceries,Bread,118.94,2023-12-16
Utilities,Water Bill,131.65,2024-05-05
Other,Misc Expense,66.21,2024-07-27
Other,Online Purchase,40.49,2023-03-13
Housing,Mortgage,1594.17,2023-06-18
Transportation,Train Ticket,131.59,2024-01-15
Transportation,Fuel,18.65,2023-09-02
Groceries,Chicken,71.67,2023-07-15
Groceries,Chicken,137.67,2024-04-28
Utilities,Electricity Bill,198.42,2023-08-18
Subscriptions,Gym Membership,38.25,2024-05-01
Dining,Fast Food,138.22,2023-04-29
Groceries,Chicken,46.0,2023-11-23
Utilities,Internet Bill,232.74,2023-07-23
Groceries,Chicken,12.04,2024-03-29
Groceries,Bread,13.76,2023-05-25
Housing,Mortgage,1013.28,2023-10-25
Dining,Restaurant,133.6,2023-02-23
Transportation,Fuel,127.77,2024-12-09
Housing,Mortgage,731.51,2024-09-25
Other,Misc Expense,140.4,2024-11-25
Subscriptions,Gym Membership,8.79,2024-01-09
Housing,Mortgage,1158.27,2024-04-11
Dining,Fast Food,8.98,2024-09-16
Housing,Mortgage,928.34,2023-10-22
Other,Misc Expense,5.36,2024-09-21
Housing,Mortgage,1910.64,2023-10-16
Utilities,Internet Bill,110.2,2024-04-14
Subscriptions,Netflix,11.38,2023-04-01
Subscriptions,Netflix,13.54,2024-09-30
Housing,Rent,1106.58,2023-10-19
Dining,Food Delivery,38.76,2023-02-21
Other,Online Purchase,52.18,2024-10-17
Subscriptions,Netflix,38.06,2023-02-08
Housing,Rent,1155.75,2023-06-05
Dining,Restaurant,7.52,2023-02-03
Utilities,Internet Bill,155.8,2023-08-02
Housing,Mortgage,1873.63,2024-09-04
Dining,Food Delivery,138.02,2023-07-28
Utilities,Gas Bill,140.09,2023-07-31
Transportation,Fuel,134.48,2024-09-06
Utilities,Electricity Bill,118.64,2024-08-06
Groceries,Eggs,59.51,2024-12-28
Subscriptions,Spotify,18.56,2023-10-18
Housing,Rent,632.12,2023-08-01
Groceries,Rice,104.82,2024-11-04
Dining,Fast Food,56.64,2024-06-14
Utilities,Gas Bill,103.28,2024-08-29
Utilities,Internet Bill,93.82,2023-02-10
Other,Online Purchase,104.31,2024-11-22
Housing,Rent,1147.57,2023-02-20
Groceries,Eggs,100.98,2024-01-22
Other,Online Purchase,49.99,2024-08-26
Groceries,Chicken,115.56,2023-10-14
Utilities,Water Bill,55.2,2024-10-29
Utilities,Electricity Bill,183.14,2023-07-22
Utilities,Gas Bill,215.9,2023-08-11
Dining,Food Delivery,107.78,2023-07-25
Other,Online Purchase,16.14,2023-03-01
Groceries,Vegetables,8.54,2023-02-23
Subscriptions,Gym Membership,7.31,2024-03-30
Subscriptions,Netflix,33.33,2023-11-14
Other,Online Purchase,28.5,2024-10-21
Utilities,Gas Bill,91.31,2023-12-10
Subscriptions,Gym Membership,26.87,2023-02-21
Subscriptions,Gym Membership,37.32,2024-12-24
Utilities,Internet Bill,49.47,2024-03-03
Dining,Restaurant,81.47,2024-10-20
Groceries,Chicken,118.96,2023-03-26
Utilities,Water Bill,124.4,2023-03-10
Transportation,Bus Pass,117.63,2024-12-15
Transportation,Fuel,127.48,2023-12-22
Housing,Rent,1759.49,2023-04-01
Groceries,Eggs,103.09,2023-08-06
Housing,Rent,1458.02,2024-05-24
Utilities,Internet Bill,93.85,2023-05-23
Groceries,Chicken,88.93,2023-05-08
Housing,Mortgage,1191.07,2023-08-27
Dining,Fast Food,110.82,2023-12-31
Housing,Rent,745.38,2024-05-12
Dining,Fast Food,104.44,2023-04-11
Subscriptions,Spotify,35.44,2023-05-09
Housing,Rent,930.66,2024-07-11
Subscriptions,Gym Membership,5.86,2024-11-01
Dining,Food Delivery,26.74,2024-02-16
Utilities,Water Bill,125.1,2024-03-30
Subscriptions,Gym Membership,24.95,2024-12-05
Utilities,Internet Bill,48.84,2024-02-09
Other,Misc Expense,27.84,2024-07-17
Housing,Rent,1413.09,2023-09-05
Other,Misc Expense,86.14,2023-04-19
Utilities,Gas Bill,134.86,2024-04-21
Utilities,Internet Bill,162.72,2024-05-22
Dining,Fast Food,6.67,2023-07-12
Subscriptions,Spotify,23.63,2023-11-21
Groceries,Milk,138.01,2023-10-25
Groceries,Rice,19.08,2024-02-01
Transportation,Fuel,84.06,2023-07-12
Subscriptions,Netflix,9.87,2023-12-27
Other,Misc Expense,54.59,2023-04-06
Subscriptions,Gym Membership,27.69,2023-11-12
Subscriptions,Spotify,35.56,2024-01-05
Other,Online Purchase,3.64,2024-09-09
Utilities,Gas Bill,184.88,2023-07-05
Subscriptions,Spotify,36.11,2023-12-24
Housing,Mortgage,1477.04,2024-10-19
Groceries,Bread,89.68,2023-01-19
Groceries,Milk,110.47,2023-06-03
Transportation,Uber Ride,12.38,2024-06-03
Dining,Food Delivery,8.31,2023-10-09
Utilities,Electricity Bill,171.49,2023-12-19
Utilities,Water Bill,217.22,2024-02-22
Subscriptions,Netflix,27.19,2023-01-17
Dining,Restaurant,133.31,2023-01-14
Other,Misc Expense,96.92,2023-01-21
Utilities,Gas Bill,229.03,2024-10-28
Housing,Mortgage,1582.45,2024-08-10
Dining,Fast Food,38.17,2024-10-12
Transportation,Uber Ride,105.5,2023-12-01
Dining,Food Delivery,16.53,2024-10-19
Other,Misc Expense,47.85,2024-11-10
Subscriptions,Spotify,28.74,2024-05-22
Transportation,Uber Ride,108.89,2024-07-09
Dining,Restaurant,56.2,2023-11-08
Transportation,Bus Pass,35.17,2023-12-05
Housing,Rent,1517.44,2024-07-16
Subscriptions,Gym Membership,17.39,2024-06-10
Utilities,Gas Bill,203.04,2024-07-29
Housing,Rent,1897.56,2024-11-01
Subscriptions,Spotify,34.91,2024-05-21
Utilities,Internet Bill,212.57,2024-06-14
Transportation,Train Ticket,25.68,2024-11-09
Other,Misc Expense,72.5,2024-06-21
Dining,Restaurant,138.87,2024-09-15
Transportation,Train Ticket,26.38,2024-10-28
Dining,Food Delivery,85.45,2024-11-03
Other,Misc Expense,47.21,2024-03-16
Subscriptions,Gym Membership,23.75,2023-12-31
Groceries,Vegetables,119.2,2023-11-23
Other,Online Purchase,56.09,2023-02-02
Subscriptions,Netflix,19.03,2023-06-19
Housing,Rent,875.9,2023-06-26
Other,Online Purchase,86.37,2024-12-14
Dining,Fast Food,36.41,2024-05-16
Utilities,Gas Bill,203.46,2023-12-20
Housing,Rent,1895.53,2023-03-06
Dining,Restaurant,52.26,2023-12-26
Groceries,Eggs,8.65,2023-05-16
Housing,Rent,1080.9,2024-11-04
Utilities,Electricity Bill,105.55,2023-03-08
Utilities,Internet Bill,199.79,2024-12-04
Housing,Rent,1650.84,2024-09-27
